[SW중심대학] 2019학년도 1학기 교육조교(TA) 선발 안내(~3/8),19.03.05,293,
[SW중심대학] 2019학년도 1학기 학부생 튜터 선발 안내(~3/8),19.03.05,560,
[SW중심대학] 실리콘밸리 SW 엔지니어 이야기 특강,19.02.28,194,
[SW중심대학] 기업에서 꼭 필요한 SW 실무 특강-클라우드,19.02.28,184,
[SW중심대학] 우수TA시상식 및 TA설명회 안내,19.02.28,130,
[삼성전자SCSC] 2019학년도 1학기 SCSC전용교과목 '운영체제및실습'학부생 튜터 모집(2/25까지),19.02.18,177,
[SW중심대학] 모각코 회고 발표 안내,19.02.18,137,
[SW중심대학] 제4회 주니어 창의작품 경진대회 개최 (1/25 금),19.01.21,187,
[SW중심대학] 글로벌인턴십(MI-333) 파견 회사 CES2019 수상 소식,19.01.21,208,
[SW중심대학] 모각코 동아리 오리엔테이션 안내(12/20 목),18.12.19,155,
[SW중심대학] 12월 TA 튜터 복무활동보고서 제출안내(~12.26까지),18.12.19,125,
[SW중심대학] 전공교육부 설명회 자료,18.12.13,136,
[★★★ 2학기 우수 TA선발을 위한 설문 조사 안내 (설문조사 기한: ~2018.12.28.(금)까지) ★★★],18.12.12,184,
[SW중심대학] 제4회 주니어 창의작품경진대회 개최,18.12.12,410,
[SW중심대학] 동계특강-JAVA 제대로 코딩하기,18.12.12,240,
[SW중심대학] 모각코 동아리 신청 안내,18.12.12,247,
[CK-국방ICT] 12월 튜터 활동보고서 제출 안내 (2018.12.27(목)까지),18.12.10,183,
[SW중심대학] 12/4(화) 컴퓨터공학전공 지원 프로그램 설명회 개최,18.12.03,227,
충남대학교 SW중심대학 WISE사업단 NHN엔터테인먼트 인턴십 선발 안내,18.11.27,319,
[SW중심대학] 클라우드 서비스 활용 특강,18.11.26,190,
[SW중심대학] 11월 TA  튜터 복무활동보고서 제출 안내 [~12/3일까지],18.11.26,111,
[SW중심대학] 2018 SW인재페스티벌 참가 신청 안내,18.11.20,180,
[SW기업 잡 페어] 한이음엑스포 잡페어 참가 안내,18.11.19,112,
[국방ICT] 전문가초청강연-ETRI 인공지능 연구동향 (2018.11.21(수)  14:00~16:00),18.11.13,166,
[SW중심대학] 페이스북 개발자 만나러 오세요. 오늘 11월 7일 수요일 저녁 6시 대덕홀,18.11.07,148,
[SW중심대학] GitHub와 블록체인 실습 특강,18.11.05,284,
